"ID";"FarmTypes";"Regions";"Periods";"UtilisedAgriculturalAreaUAA_3";"UtilisedAgriculturalAreaUAA_6";"ArableLandTotal_8";"Cereals_14";"ArableLandTotal_21";"Cereals_27";"HorticultureInTheOpenTotal_34";"HorticultureInTheOpenTotal_40";"HorticultureUnderGlassTotal_46";"HorticultureUnderGlassTotal_51";"GrasslandAndForagePlantsTotal_72";"GrasslandAndForagePlantsTotal_78";"CattleTotal_84";"Sheep_95";"GrazingLivestockTotal_102";"HousedAnimalsTotal_135"
"6860";"A009487";"PV26  ";"2020JJ00";"   37247";"      83";"    1345";"     729";"       7";"       2";"   22451";"      58";"  745143";"      40";"    6000";"      22";"      21";"     109";"       7";"       3"
"6861";"A009487";"PV26  ";"2021JJ00";"   51746";"      91";"   10392";"    9623";"       9";"       3";"   23838";"      63";"  949916";"      44";"    8017";"      25";"     219";"     317";"      11";"       5"
"6862";"A009487";"PV26  ";"2022JJ00";"   41985";"      90";"    1840";"    1049";"      12";"       4";"   23059";"      60";"  995444";"      41";"    7132";"      23";"      80";"     157";"      10";"       2"
"6863";"A009487";"PV26  ";"2023JJ00";"   47316";"      81";"    4382";"    3042";"      19";"       9";"   22321";"      60";"  848501";"      33";"   12128";"      26";"     127";"      65";"       8";"       2"
"6864";"A009487";"PV27  ";"2000JJ00";" 2357984";"    2779";"  367878";"   86905";"     972";"     152";" 1679028";"    2069";"10457081";"    1397";"  206507";"     585";"     799";"    4264";"     151";"      10"
"6865";"A009487";"PV27  ";"2001JJ00";" 2312505";"    2548";"  364137";"  100685";"     867";"     157";" 1673888";"    1893";"10315985";"    1311";"  171320";"     502";"     544";"    3978";"     140";"       7"
"6866";"A009487";"PV27  ";"2002JJ00";" 2350819";"    2460";"  348202";"  120765";"     579";"     194";" 1736442";"    1801";"10071532";"    1216";"  165460";"     488";"     616";"    4446";"     144";"       5"
"6867";"A009487";"PV27  ";"2003JJ00";" 2436649";"    2394";"  361121";"  128680";"     529";"     193";" 1802859";"    1756";"10315131";"    1195";"  169518";"     461";"     568";"    4226";"     131";"       6"
"6868";"A009487";"PV27  ";"2004JJ00";" 2386266";"    2287";"  386134";"  145453";"     512";"     209";" 1723137";"    1688";" 9832988";"    1151";"  178665";"     433";"     605";"    3465";"     123";"       5"
"6869";"A009487";"PV27  ";"2005JJ00";" 2340968";"    2185";"  375072";"  131332";"     424";"     181";" 1753965";"    1604";" 9803205";"    1104";"  113899";"     280";"     507";"    3434";"     118";"       3"
"6870";"A009487";"PV27  ";"2006JJ00";" 2326526";"    2054";"  357695";"  128186";"     393";"     180";" 1751180";"    1502";" 9774485";"    1051";"  119906";"     296";"     455";"    2868";"     106";"       4"
"6871";"A009487";"PV27  ";"2007JJ00";" 2303318";"    1905";"  319217";"  108418";"     383";"     149";" 1761104";"    1399";" 9135020";"     939";"  131647";"     282";"     593";"    3151";"      90";"       1"
"6872";"A009487";"PV27  ";"2008JJ00";" 2392726";"    1844";"  334355";"  139559";"     387";"     186";" 1825591";"    1369";" 9292038";"     872";"  139860";"     311";"     922";"    3273";"     117";"       1"
"6873";"A009487";"PV27  ";"2009JJ00";" 2378602";"    1732";"  329467";"  116443";"     373";"     152";" 1815050";"    1288";" 9664779";"     793";"  137437";"     323";"     618";"    2514";"     102";"       1"
"6874";"A009487";"PV27  ";"2010JJ00";" 2264579";"    1590";"  286876";"   93998";"     304";"     124";" 1763274";"    1194";" 9159127";"     676";"  122838";"     302";"     449";"    1979";"      74";"       1"
"6875";"A009487";"PV27  ";"2011JJ00";" 2268941";"    1529";"  297509";"  104570";"     332";"     140";" 1775064";"    1172";" 8777477";"     618";"  108593";"     284";"     419";"    1442";"      78";"       2"
"6876";"A009487";"PV27  ";"2012JJ00";" 2202359";"    1434";"  283036";"  105397";"     303";"     132";" 1724019";"    1102";" 9173500";"     562";"  103569";"     260";"     337";"     986";"      64";"       4"
"6877";"A009487";"PV27  ";"2013JJ00";" 2201964";"    1384";"  297262";"  122562";"     303";"     133";" 1710731";"    1052";" 9546463";"     539";"   98506";"     270";"     114";"     823";"      51";"       2"
"6878";"A009487";"PV27  ";"2014JJ00";" 2148621";"    1306";"  237531";"   83195";"     278";"     108";" 1708453";"    1004";" 9199208";"     496";"  110645";"     276";"     161";"     730";"      56";"       1"
"6879";"A009487";"PV27  ";"2015JJ00";" 2286390";"    1280";"  263210";"   87883";"     335";"     111";" 1790440";"    1001";" 8978739";"     459";"  142953";"     352";"     239";"     929";"      56";"       3"
"6880";"A009487";"PV27  ";"2016JJ00";" 2330297";"    1219";"  267014";"   75175";"     322";"     107";" 1826442";"     951";" 9215548";"     425";"  144686";"     333";"     352";"    1508";"      55";"       1"
"6881";"A009487";"PV27  ";"2017JJ00";" 2351395";"    1152";"  284862";"   70641";"     307";"      90";" 1840566";"     916";" 8685315";"     366";"  139114";"     319";"     323";"    1724";"      48";"       2"
"6882";"A009487";"PV27  ";"2018JJ00";" 2388696";"    1108";"  294529";"   81519";"     289";"     109";" 1853349";"     875";" 8753464";"     335";"  153283";"     326";"     262";"    1601";"      54";"       0"
"6883";"A009487";"PV27  ";"2019JJ00";" 2390126";"    1113";"  298563";"   78208";"     290";"     103";" 1864297";"     879";" 9548509";"     397";"  131781";"     333";"     262";"     977";"      51";"       3"
"6884";"A009487";"PV27  ";"2020JJ00";" 2439745";"    1109";"  313733";"   88970";"     290";"     104";" 1883950";"     866";" 9917005";"     410";"  142892";"     332";"     424";"    1388";"      58";"       3"
"6885";"A009487";"PV27  ";"2021JJ00";" 2430479";"    1109";"  320723";"   84387";"     290";"     102";" 1856818";"     851";"10538722";"     432";"  147551";"     329";"     351";"    1460";"      64";"       5"
"6886";"A009487";"PV27  ";"2022JJ00";" 2392217";"    1079";"  276756";"   90152";"     281";"     113";" 1851831";"     821";"11585497";"     383";"  147775";"     329";"     424";"    1494";"      42";"       6"
"6887";"A009487";"PV27  ";"2023JJ00";" 2328919";"    1038";"  276766";"   78200";"     338";"     107";" 1826065";"     800";"10419261";"     356";"  121895";"     338";"     309";"     885";"      45";"       7"
"6888";"A009487";"PV28  ";"2000JJ00";" 1652525";"    6167";"  254688";"   78847";"    1325";"     142";"  709891";"    2491";"58948017";"    5253";"   98466";"     617";"     668";"    3223";"     296";"       8"
"6889";"A009487";"PV28  ";"2001JJ00";" 1650479";"    5732";"  243787";"   80110";"    1166";"     132";"  678778";"    2312";"58494438";"    4869";"  142970";"     560";"     549";"    2936";"     306";"       7"
"6890";"A009487";"PV28  ";"2002JJ00";" 1485040";"    5418";"  161334";"   73514";"     389";"     129";"  664566";"    2154";"57644724";"    4596";"   82693";"     495";"     532";"    2581";"     262";"       5"
"6891";"A009487";"PV28  ";"2003JJ00";" 1505614";"    5139";"  186976";"   80924";"     334";"     116";"  677782";"    2066";"56644826";"    4369";"   74408";"     429";"     373";"    2550";"     243";"       9"
"6892";"A009487";"PV28  ";"2004JJ00";" 1451399";"    4887";"  158265";"   71001";"     287";"     107";"  657316";"    1996";"56127954";"    4135";"   74538";"     410";"     363";"    2836";"     227";"       9"
"6893";"A009487";"PV28  ";"2005JJ00";" 1421881";"    4632";"  177222";"   76793";"     252";"     105";"  627873";"    1866";"56096113";"    3916";"   55825";"     243";"     399";"    3015";"     212";"       7"
"6894";"A009487";"PV28  ";"2006JJ00";" 1444102";"    4320";"  192586";"   77914";"     219";"     100";"  648941";"    1776";"54255268";"    3584";"   60022";"     236";"     300";"    3104";"     214";"       9"
"6895";"A009487";"PV28  ";"2007JJ00";" 1455468";"    3994";"  184943";"   82993";"     233";"     106";"  677460";"    1662";"53310989";"    3248";"   59955";"     229";"     356";"    3231";"     208";"       6"
"6896";"A009487";"PV28  ";"2008JJ00";" 1437486";"    3691";"  180412";"   83259";"     255";"     101";"  667902";"    1587";"51785095";"    2985";"   71321";"     271";"     431";"    2711";"     209";"       4"
"6897";"A009487";"PV28  ";"2009JJ00";" 1382675";"    3455";"  172195";"   68078";"     251";"      87";"  625929";"    1475";"52606531";"    2739";"   58486";"     265";"     259";"    2519";"     197";"       6"
"6898";"A009487";"PV28  ";"2010JJ00";" 1302064";"    3242";"  131591";"   52992";"     225";"      71";"  585092";"    1349";"52897307";"    2568";"   56408";"     227";"     288";"    2198";"     142";"       3"
"6899";"A009487";"PV28  ";"2011JJ00";" 1317728";"    3112";"  140564";"   52674";"     221";"      68";"  588842";"    1324";"53146860";"    2437";"   56853";"     229";"     196";"    2367";"     153";"       5"
"6900";"A009487";"PV28  ";"2012JJ00";" 1269817";"    2915";"  145387";"   58609";"     213";"      71";"  549833";"    1223";"51625079";"    2277";"   58346";"     217";"     234";"    2573";"     133";"       5"
"6901";"A009487";"PV28  ";"2013JJ00";" 1192398";"    2727";"  130268";"   51863";"     214";"      63";"  516692";"    1134";"49844177";"    2121";"   46996";"     198";"     189";"    2312";"     126";"       5"
"6902";"A009487";"PV28  ";"2014JJ00";" 1141628";"    2503";"  128131";"   46081";"     190";"      55";"  485031";"    1037";"48236665";"    1944";"   46099";"     181";"     231";"    1625";"     104";"       2"
"6903";"A009487";"PV28  ";"2015JJ00";" 1127129";"    2336";"  125375";"   55345";"     191";"      50";"  474639";"     920";"47809856";"    1826";"   49016";"     192";"     236";"    1449";"      96";"       0"
"6904";"A009487";"PV28  ";"2016JJ00";" 1134810";"    2142";"  137544";"   43616";"     181";"      45";"  486181";"     843";"46624015";"    1680";"   44845";"     189";"     242";"    1442";"      80";"       1"
"6905";"A009487";"PV28  ";"2017JJ00";" 1133168";"    1972";"  136851";"   37361";"     165";"      53";"  493986";"     814";"45270871";"    1518";"   49622";"     178";"     197";"    1082";"      65";"       2"
"6906";"A009487";"PV28  ";"2018JJ00";" 1116484";"    1781";"  137836";"   36099";"     151";"      46";"  493379";"     682";"43650756";"    1369";"   48761";"     167";"     200";"    1666";"      56";"       1"
"6907";"A009487";"PV28  ";"2019JJ00";" 1212453";"    1827";"  171995";"   46275";"     166";"      56";"  519864";"     691";"45841720";"    1466";"   62177";"     164";"     192";"    1672";"      57";"       4"
"6908";"A009487";"PV28  ";"2020JJ00";" 1248421";"    1893";"  167823";"   43890";"     156";"      49";"  542990";"     700";"48475803";"    1542";"   52850";"     159";"     189";"    1706";"      63";"       2"
"6909";"A009487";"PV28  ";"2021JJ00";" 1255628";"    1871";"  179680";"   52019";"     157";"      50";"  526433";"     671";"49395558";"    1537";"   55559";"     151";"     188";"    1271";"      63";"       1"
"6910";"A009487";"PV28  ";"2022JJ00";" 1231459";"    1892";"  168231";"   45215";"     150";"      49";"  528037";"     693";"48863364";"    1509";"   46557";"     153";"     188";"    1388";"      48";"       2"
"6911";"A009487";"PV28  ";"2023JJ00";" 1253599";"    1802";"  184612";"   41012";"     158";"      42";"  555255";"     662";"46807043";"    1418";"   45662";"     149";"     195";"    1263";"      57";"       3"
"6912";"A009487";"PV29  ";"2000JJ00";"  232535";"     250";"  103684";"   35911";"     152";"      69";"  103051";"     192";"  903526";"     122";"   16765";"      53";"      91";"     197";"      20";"       2"
"6913";"A009487";"PV29  ";"2001JJ00";"  260873";"     233";"  114514";"   36687";"     141";"      66";"  116623";"     179";" 1001269";"     113";"   19723";"      45";"     167";"     334";"      17";"       2"
"6914";"A009487";"PV29  ";"2002JJ00";"  269128";"     255";"  115892";"   44825";"     145";"      81";"  116589";"     203";" 1030705";"     116";"   26340";"      53";"     163";"     448";"      27";"       2"
"6915";"A009487";"PV29  ";"2003JJ00";"  253241";"     236";"  100840";"   37520";"     118";"      67";"  106937";"     187";" 1445461";"     111";"   31009";"      57";"     246";"     461";"      28";"       2"
"6916";"A009487";"PV29  ";"2004JJ00";"  243039";"     232";"  107914";"   37641";"     115";"      66";"   97133";"     182";" 1486276";"     112";"   23129";"      55";"     117";"     148";"      24";"       2"
"6917";"A009487";"PV29  ";"2005JJ00";"  249294";"     229";"  109299";"   41664";"     106";"      67";"   95912";"     175";" 1573575";"     107";"   28347";"      50";"     220";"     800";"      36";"       3"
"6918";"A009487";"PV29  ";"2006JJ00";"  237247";"     223";"   97670";"   35325";"      96";"      59";"   93819";"     170";" 1672711";"     107";"   29031";"      48";"     253";"     647";"      32";"       2"
"6919";"A009487";"PV29  ";"2007JJ00";"  245370";"     214";"  105348";"   39246";"      89";"      54";"   98423";"     161";" 1706967";"     106";"   24529";"      46";"     224";"     430";"      32";"       4"
"6920";"A009487";"PV29  ";"2008JJ00";"  226615";"     199";"   90943";"   36439";"      87";"      49";"  101367";"     153";" 1669596";"      96";"   17609";"      57";"     159";"     436";"      37";"       1"
"6921";"A009487";"PV29  ";"2009JJ00";"  229122";"     199";"   93868";"   38956";"      85";"      50";"  102179";"     152";" 1718898";"      90";"   15886";"      58";"      68";"     182";"      29";"       0"
"6922";"A009487";"PV29  ";"2010JJ00";"  203563";"     191";"   75890";"   24528";"      85";"      43";"   91019";"     139";" 2002725";"      88";"   16627";"      59";"      50";"     160";"      25";"       1"
"6923";"A009487";"PV29  ";"2011JJ00";"  194949";"     182";"   73243";"   26731";"      80";"      39";"   92441";"     131";" 2043955";"      85";"    8825";"      45";"      42";"     161";"      18";"       1"
"6924";"A009487";"PV29  ";"2012JJ00";"  174369";"     170";"   60592";"   22186";"      75";"      36";"   83012";"     123";" 1969953";"      76";"   11065";"      43";"      41";"     116";"      13";"       0"
"6925";"A009487";"PV29  ";"2013JJ00";"  177827";"     168";"   59135";"   23397";"      78";"      38";"   87092";"     128";" 1781256";"      72";"   13787";"      46";"      41";"     119";"      17";"       2"
"6926";"A009487";"PV29  ";"2014JJ00";"  159320";"     160";"   51232";"   16161";"      77";"      36";"   80442";"     121";" 1537367";"      63";"   12272";"      45";"      41";"     133";"      17";"       1"
"6927";"A009487";"PV29  ";"2015JJ00";"  153800";"     149";"   52742";"   17189";"      68";"      33";"   67134";"     114";" 1510462";"      58";"   18819";"      56";"      53";"     499";"      15";"       0"
"6928";"A009487";"PV29  ";"2016JJ00";"  205594";"     166";"   90582";"   32072";"      94";"      59";"   74717";"     130";" 1637897";"      58";"   23916";"      66";"     111";"     303";"      22";"       2"
"6929";"A009487";"PV29  ";"2017JJ00";"  234953";"     170";"  109791";"   31923";"      97";"      52";"   84795";"     135";" 1638936";"      55";"   23978";"      74";"     137";"     256";"      27";"       1"
